_,station,arr,dep,dwell,runtime,train,line
8,新会,18:28,18:28,0,_,C 7740,江门线-深湛线200km/h
9,江门东,18:33,18:35,2,1:25,C 7740,江门线-深湛线200km/h
10,古镇,18:40,18:40,0,_,C 7740,江门线-深湛线200km/h
11,小榄,18:43,18:43,0,_,C 7740,江门线-深湛线200km/h
12,南头,18:47,18:47,0,_,C 7740,广珠城际线A200km/h
13,容桂,18:49,18:49,0,_,C 7740,广珠城际线A200km/h
14,顺德学院,18:52,18:52,0,_,C 7740,广珠城际线A200km/h
15,顺德,18:55,18:55,0,_,C 7740,广珠城际线A200km/h
16,北滘,18:57,18:57,0,_,C 7740,广珠城际线A200km/h
17,广州南,19:04,-,5,1:56,C 7740,广珠城际线A200km/h
1,阳江,-,19:05,5,0:00,C 7742,
2,阳东,19:16,19:18,2,0:11,C 7742,江门线-深湛线200km/h
3,恩平,19:31,19:31,0,_,C 7742,江门线-深湛线200km/h
4,开平南,19:41,19:41,0,_,C 7742,江门线-深湛线200km/h
5,台山,19:47,19:47,0,_,C 7742,江门线-深湛线200km/h
6,双水镇,19:52,19:52,0,_,C 7742,江门线-深湛线200km/h
7,江门,20:04,20:06,2,0:59,C 7742,江门线-深湛线200km/h
8,新会,20:10,20:10,0,_,C 7742,江门线-深湛线200km/h
9,江门东,20:15,20:17,2,1:10,C 7742,江门线-深湛线200km/h
10,古镇,20:23,20:25,2,1:18,C 7742,江门线-深湛线200km/h
11,小榄,20:30,20:32,2,1:25,C 7742,江门线-深湛线200km/h
12,南头,20:36,20:36,0,_,C 7742,广珠城际线A200km/h
13,容桂,20:38,20:38,0,_,C 7742,广珠城际线A200km/h
14,顺德学院,20:41,20:41,0,_,C 7742,广珠城际线A200km/h
15,顺德,20:44,20:44,0,_,C 7742,广珠城际线A200km/h
16,北滘,20:46,20:46,0,_,C 7742,广珠城际线A200km/h
17,广州南,20:55,21:04,9,1:50,C 7742,广珠城际线A200km/h
18,佛山西,21:22,-,5,2:17,C 7742,贵广客运专线300km/h
1,珠海,-,7:56,5,0:00,C 7751,广珠城际线B200km/h
2,湾仔北,8:03,8:04,1,0:07,C 7751,广珠城际线B200km/h
3,十字门,8:09,8:10,1,0:13,C 7751,广珠城际线B200km/h
4,横琴北,8:14,8:15,1,0:18,C 7751,广珠城际线B200km/h
5,横琴,8:19,8:20,1,0:23,C 7751,广珠城际线B200km/h
6,珠海长隆,8:27,-,5,0:31,C 7751,广珠城际线B200km/h
1,珠海长隆,-,8:42,5,0:00,C 7752,广珠城际线B200km/h
2,横琴,8:46,8:47,1,0:04,C 7752,广珠城际线B200km/h
3,横琴北,8:51,8:52,1,0:09,C 7752,广珠城际线B200km/h
4,十字门,8:56,8:57,1,0:14,C 7752,广珠城际线B200km/h
5,湾仔北,9:01,9:02,1,0:19,C 7752,广珠城际线B200km/h
6,珠海,9:10,-,5,0:28,C 7752,广珠城际线B200km/h
1,珠海,-,9:25,5,0:00,C 7753,广珠城际线B200km/h
2,湾仔北,9:30,9:31,1,0:05,C 7753,广珠城际线B200km/h
3,十字门,9:35,9:36,1,0:10,C 7753,广珠城际线B200km/h
4,横琴北,9:40,9:41,1,0:15,C 7753,广珠城际线B200km/h
5,横琴,9:46,9:47,1,0:21,C 7753,广珠城际线B200km/h
6,珠海长隆,9:53,-,5,0:28,C 7753,广珠城际线B200km/h
1,珠海长隆,-,10:08,5,0:00,C 7754,广珠城际线B200km/h
2,横琴,10:13,10:14,1,0:05,C 7754,广珠城际线B200km/h
3,横琴北,10:18,10:19,1,0:10,C 7754,广珠城际线B200km/h
4,十字门,10:23,10:24,1,0:15,C 7754,广珠城际线B200km/h
5,湾仔北,10:28,10:29,1,0:20,C 7754,广珠城际线B200km/h
6,珠海,10:36,-,5,0:28,C 7754,广珠城际线B200km/h
1,珠海,-,10:51,5,0:00,C 7755,广珠城际线B200km/h
2,湾仔北,10:56,10:57,1,0:05,C 7755,广珠城际线B200km/h
3,十字门,11:01,11:02,1,0:10,C 7755,广珠城际线B200km/h
4,横琴北,11:06,11:07,1,0:15,C 7755,广珠城际线B200km/h
5,横琴,11:12,11:13,1,0:21,C 7755,广珠城际线B200km/h
6,珠海长隆,11:19,-,5,0:28,C 7755,广珠城际线B200km/h
1,珠海长隆,-,11:34,5,0:00,C 7756,广珠城际线B200km/h
2,横琴,11:39,11:40,1,0:05,C 7756,广珠城际线B200km/h
3,横琴北,11:44,11:45,1,0:10,C 7756,广珠城际线B200km/h
4,十字门,11:49,11:50,1,0:15,C 7756,广珠城际线B200km/h
5,湾仔北,11:54,11:55,1,0:20,C 7756,广珠城际线B200km/h
6,珠海,12:02,-,5,0:28,C 7756,广珠城际线B200km/h
1,珠海,-,12:17,5,0:00,C 7757,广珠城际线B200km/h
2,湾仔北,12:22,12:23,1,0:05,C 7757,广珠城际线B200km/h
3,十字门,12:27,12:28,1,0:10,C 7757,广珠城际线B200km/h
4,横琴北,12:32,12:33,1,0:15,C 7757,广珠城际线B200km/h
5,横琴,12:38,12:39,1,0:21,C 7757,广珠城际线B200km/h
6,珠海长隆,12:45,-,5,0:28,C 7757,广珠城际线B200km/h
1,珠海长隆,-,13:00,5,0:00,C 7758,广珠城际线B200km/h
2,横琴,13:05,13:06,1,0:05,C 7758,广珠城际线B200km/h
3,横琴北,13:10,13:11,1,0:10,C 7758,广珠城际线B200km/h
4,十字门,13:15,13:16,1,0:15,C 7758,广珠城际线B200km/h
5,湾仔北,13:20,13:21,1,0:20,C 7758,广珠城际线B200km/h
6,珠海,13:28,-,5,0:28,C 7758,广珠城际线B200km/h
1,珠海,-,13:43,5,0:00,C 7759,广珠城际线B200km/h
2,湾仔北,13:48,13:49,1,0:05,C 7759,广珠城际线B200km/h
3,十字门,13:53,13:54,1,0:10,C 7759,广珠城际线B200km/h
4,横琴北,13:58,13:59,1,0:15,C 7759,广珠城际线B200km/h
5,横琴,14:04,14:05,1,0:21,C 7759,广珠城际线B200km/h
6,珠海长隆,14:11,-,5,0:28,C 7759,广珠城际线B200km/h
1,珠海长隆,-,14:26,5,0:00,C 7760,广珠城际线B200km/h
2,横琴,14:31,14:32,1,0:05,C 7760,广珠城际线B200km/h
3,横琴北,14:36,14:37,1,0:10,C 7760,广珠城际线B200km/h
4,十字门,14:41,14:42,1,0:15,C 7760,广珠城际线B200km/h
5,湾仔北,14:46,14:47,1,0:20,C 7760,广珠城际线B200km/h
6,珠海,14:54,-,5,0:28,C 7760,广珠城际线B200km/h
1,珠海,-,15:09,5,0:00,C 7761,广珠城际线B200km/h
2,湾仔北,15:14,15:15,1,0:05,C 7761,广珠城际线B200km/h
3,十字门,15:19,15:20,1,0:10,C 7761,广珠城际线B200km/h
4,横琴北,15:24,15:25,1,0:15,C 7761,广珠城际线B200km/h
5,横琴,15:30,15:31,1,0:21,C 7761,广珠城际线B200km/h
6,珠海长隆,15:37,-,5,0:28,C 7761,广珠城际线B200km/h
1,珠海长隆,-,15:52,5,0:00,C 7762,广珠城际线B200km/h
2,横琴,15:57,15:58,1,0:05,C 7762,广珠城际线B200km/h
3,横琴北,16:02,16:03,1,0:10,C 7762,广珠城际线B200km/h
4,十字门,16:07,16:08,1,0:15,C 7762,广珠城际线B200km/h
5,湾仔北,16:12,16:13,1,0:20,C 7762,广珠城际线B200km/h
6,珠海,16:20,-,5,0:28,C 7762,广珠城际线B200km/h
1,珠海,-,16:35,5,0:00,C 7763,广珠城际线B200km/h
2,湾仔北,16:40,16:41,1,0:05,C 7763,广珠城际线B200km/h
3,十字门,16:45,16:46,1,0:10,C 7763,广珠城际线B200km/h
4,横琴北,16:50,16:51,1,0:15,C 7763,广珠城际线B200km/h
5,横琴,16:56,16:57,1,0:21,C 7763,广珠城际线B200km/h
6,珠海长隆,17:03,-,5,0:28,C 7763,广珠城际线B200km/h
1,珠海长隆,-,17:18,5,0:00,C 7764,广珠城际线B200km/h
2,横琴,17:23,17:24,1,0:05,C 7764,广珠城际线B200km/h
3,横琴北,17:28,17:29,1,0:10,C 7764,广珠城际线B200km/h
4,十字门,17:33,17:34,1,0:15,C 7764,广珠城际线B200km/h
5,湾仔北,17:38,17:39,1,0:20,C 7764,广珠城际线B200km/h
6,珠海,17:46,-,5,0:28,C 7764,广珠城际线B200km/h
1,珠海,-,18:01,5,0:00,C 7765,广珠城际线B200km/h
2,湾仔北,18:06,18:07,1,0:05,C 7765,广珠城际线B200km/h
3,十字门,18:11,18:12,1,0:10,C 7765,广珠城际线B200km/h
4,横琴北,18:16,18:17,1,0:15,C 7765,广珠城际线B200km/h
5,横琴,18:22,18:23,1,0:21,C 7765,广珠城际线B200km/h
6,珠海长隆,18:29,-,5,0:28,C 7765,广珠城际线B200km/h
1,珠海长隆,-,18:44,5,0:00,C 7766,广珠城际线B200km/h
2,横琴,18:49,18:50,1,0:05,C 7766,广珠城际线B200km/h
3,横琴北,18:54,18:55,1,0:10,C 7766,广珠城际线B200km/h
4,十字门,18:59,19:00,1,0:15,C 7766,广珠城际线B200km/h
5,湾仔北,19:04,19:05,1,0:20,C 7766,广珠城际线B200km/h
6,珠海,19:12,-,5,0:28,C 7766,广珠城际线B200km/h
1,珠海,-,19:30,5,0:00,C 7767,广珠城际线B200km/h
2,湾仔北,19:35,19:36,1,0:05,C 7767,广珠城际线B200km/h
3,十字门,19:40,19:41,1,0:10,C 7767,广珠城际线B200km/h
4,横琴北,19:45,19:46,1,0:15,C 7767,广珠城际线B200km/h
5,横琴,19:51,19:52,1,0:21,C 7767,广珠城际线B200km/h
6,珠海长隆,19:58,-,5,0:28,C 7767,广珠城际线B200km/h
1,珠海长隆,-,8:00,5,0:00,C 7768,广珠城际线B200km/h
2,横琴,8:04,8:05,1,0:04,C 7768,广珠城际线B200km/h
3,横琴北,8:09,8:10,1,0:09,C 7768,广珠城际线B200km/h
4,十字门,8:14,8:15,1,0:14,C 7768,广珠城际线B200km/h
5,湾仔北,8:19,8:20,1,0:19,C 7768,广珠城际线B200km/h
6,珠海,8:27,-,5,0:27,C 7768,广珠城际线B200km/h
1,珠海,-,8:42,5,0:00,C 7769,广珠城际线B200km/h
2,湾仔北,8:47,8:48,1,0:05,C 7769,广珠城际线B200km/h
3,十字门,8:52,8:53,1,0:10,C 7769,广珠城际线B200km/h
4,横琴北,8:57,8:58,1,0:15,C 7769,广珠城际线B200km/h
5,横琴,9:03,9:04,1,0:21,C 7769,广珠城际线B200km/h
6,珠海长隆,9:10,-,5,0:28,C 7769,广珠城际线B200km/h
1,珠海长隆,-,9:25,5,0:00,C 7770,广珠城际线B200km/h
2,横琴,9:29,9:30,1,0:04,C 7770,广珠城际线B200km/h
3,横琴北,9:34,9:35,1,0:09,C 7770,广珠城际线B200km/h
4,十字门,9:39,9:40,1,0:14,C 7770,广珠城际线B200km/h
5,湾仔北,9:44,9:45,1,0:19,C 7770,广珠城际线B200km/h
6,珠海,9:53,-,5,0:28,C 7770,广珠城际线B200km/h
1,珠海,-,10:08,5,0:00,C 7771,广珠城际线B200km/h
2,湾仔北,10:13,10:14,1,0:05,C 7771,广珠城际线B200km/h
3,十字门,10:18,10:19,1,0:10,C 7771,广珠城际线B200km/h
4,横琴北,10:23,10:24,1,0:15,C 7771,广珠城际线B200km/h
5,横琴,10:29,10:30,1,0:21,C 7771,广珠城际线B200km/h
6,珠海长隆,10:36,-,5,0:28,C 7771,广珠城际线B200km/h
1,珠海长隆,-,10:51,5,0:00,C 7772,广珠城际线B200km/h
2,横琴,10:55,10:56,1,0:04,C 7772,广珠城际线B200km/h
3,横琴北,11:00,11:01,1,0:09,C 7772,广珠城际线B200km/h
4,十字门,11:05,11:06,1,0:14,C 7772,广珠城际线B200km/h
5,湾仔北,11:10,11:11,1,0:19,C 7772,广珠城际线B200km/h
6,珠海,11:19,-,5,0:28,C 7772,广珠城际线B200km/h
1,珠海,-,11:34,5,0:00,C 7773,广珠城际线B200km/h
2,湾仔北,11:39,11:40,1,0:05,C 7773,广珠城际线B200km/h
3,十字门,11:44,11:45,1,0:10,C 7773,广珠城际线B200km/h
4,横琴北,11:49,11:50,1,0:15,C 7773,广珠城际线B200km/h
5,横琴,11:55,11:56,1,0:21,C 7773,广珠城际线B200km/h
6,珠海长隆,12:02,-,5,0:28,C 7773,广珠城际线B200km/h
1,珠海长隆,-,12:17,5,0:00,C 7774,广珠城际线B200km/h
2,横琴,12:21,12:22,1,0:04,C 7774,广珠城际线B200km/h
3,横琴北,12:26,12:27,1,0:09,C 7774,广珠城际线B200km/h
4,十字门,12:31,12:32,1,0:14,C 7774,广珠城际线B200km/h
5,湾仔北,12:36,12:37,1,0:19,C 7774,广珠城际线B200km/h
6,珠海,12:45,-,5,0:28,C 7774,广珠城际线B200km/h
1,珠海,-,13:00,5,0:00,C 7775,广珠城际线B200km/h
2,湾仔北,13:05,13:06,1,0:05,C 7775,广珠城际线B200km/h
3,十字门,13:10,13:11,1,0:10,C 7775,广珠城际线B200km/h
4,横琴北,13:15,13:16,1,0:15,C 7775,广珠城际线B200km/h
5,横琴,13:21,13:22,1,0:21,C 7775,广珠城际线B200km/h
6,珠海长隆,13:28,-,5,0:28,C 7775,广珠城际线B200km/h
1,珠海长隆,-,13:43,5,0:00,C 7776,广珠城际线B200km/h
2,横琴,13:47,13:48,1,0:04,C 7776,广珠城际线B200km/h
3,横琴北,13:52,13:53,1,0:09,C 7776,广珠城际线B200km/h
4,十字门,13:57,13:58,1,0:14,C 7776,广珠城际线B200km/h
5,湾仔北,14:02,14:03,1,0:19,C 7776,广珠城际线B200km/h
6,珠海,14:11,-,5,0:28,C 7776,广珠城际线B200km/h
1,珠海,-,14:26,5,0:00,C 7777,广珠城际线B200km/h
2,湾仔北,14:31,14:32,1,0:05,C 7777,广珠城际线B200km/h
3,十字门,14:36,14:37,1,0:10,C 7777,广珠城际线B200km/h
4,横琴北,14:41,14:42,1,0:15,C 7777,广珠城际线B200km/h
5,横琴,14:47,14:48,1,0:21,C 7777,广珠城际线B200km/h
6,珠海长隆,14:54,-,5,0:28,C 7777,广珠城际线B200km/h
1,珠海长隆,-,15:09,5,0:00,C 7778,广珠城际线B200km/h
2,横琴,15:13,15:14,1,0:04,C 7778,广珠城际线B200km/h
3,横琴北,15:18,15:19,1,0:09,C 7778,广珠城际线B200km/h
4,十字门,15:23,15:24,1,0:14,C 7778,广珠城际线B200km/h
5,湾仔北,15:28,15:29,1,0:19,C 7778,广珠城际线B200km/h
6,珠海,15:37,-,5,0:28,C 7778,广珠城际线B200km/h
1,珠海,-,15:52,5,0:00,C 7779,广珠城际线B200km/h
2,湾仔北,15:57,15:58,1,0:05,C 7779,广珠城际线B200km/h
3,十字门,16:02,16:03,1,0:10,C 7779,广珠城际线B200km/h
4,横琴北,16:07,16:08,1,0:15,C 7779,广珠城际线B200km/h
5,横琴,16:13,16:14,1,0:21,C 7779,广珠城际线B200km/h
6,珠海长隆,16:20,-,5,0:28,C 7779,广珠城际线B200km/h
1,珠海长隆,-,16:35,5,0:00,C 7780,广珠城际线B200km/h
2,横琴,16:39,16:40,1,0:04,C 7780,广珠城际线B200km/h
3,横琴北,16:44,16:45,1,0:09,C 7780,广珠城际线B200km/h
4,十字门,16:49,16:50,1,0:14,C 7780,广珠城际线B200km/h
5,湾仔北,16:54,16:55,1,0:19,C 7780,广珠城际线B200km/h
6,珠海,17:03,-,5,0:28,C 7780,广珠城际线B200km/h
1,珠海,-,17:18,5,0:00,C 7781,广珠城际线B200km/h
2,湾仔北,17:23,17:24,1,0:05,C 7781,广珠城际线B200km/h
3,十字门,17:28,17:29,1,0:10,C 7781,广珠城际线B200km/h
4,横琴北,17:33,17:34,1,0:15,C 7781,广珠城际线B200km/h
5,横琴,17:39,17:40,1,0:21,C 7781,广珠城际线B200km/h
6,珠海长隆,17:46,-,5,0:28,C 7781,广珠城际线B200km/h
1,珠海长隆,-,18:01,5,0:00,C 7782,广珠城际线B200km/h
2,横琴,18:05,18:06,1,0:04,C 7782,广珠城际线B200km/h
3,横琴北,18:10,18:11,1,0:09,C 7782,广珠城际线B200km/h
4,十字门,18:15,18:16,1,0:14,C 7782,广珠城际线B200km/h
5,湾仔北,18:20,18:21,1,0:19,C 7782,广珠城际线B200km/h
6,珠海,18:29,-,5,0:28,C 7782,广珠城际线B200km/h
1,珠海,-,18:44,5,0:00,C 7783,广珠城际线B200km/h
2,湾仔北,18:49,18:50,1,0:05,C 7783,广珠城际线B200km/h
3,十字门,18:54,18:55,1,0:10,C 7783,广珠城际线B200km/h
4,横琴北,18:59,19:00,1,0:15,C 7783,广珠城际线B200km/h
5,横琴,19:05,19:06,1,0:21,C 7783,广珠城际线B200km/h
6,珠海长隆,19:12,-,5,0:28,C 7783,广珠城际线B200km/h
1,珠海长隆,-,19:30,5,0:00,C 7784,广珠城际线B200km/h
2,横琴,19:34,19:35,1,0:04,C 7784,广珠城际线B200km/h
3,横琴北,19:39,19:40,1,0:09,C 7784,广珠城际线B200km/h
4,十字门,19:44,19:45,1,0:14,C 7784,广珠城际线B200km/h
5,湾仔北,19:49,19:50,1,0:19,C 7784,广珠城际线B200km/h
6,珠海,19:58,-,5,0:28,C 7784,广珠城际线B200km/h
1,佛山西,-,6:17,5,0:00,C 7785,贵广客运专线300km/h
2,广州南,6:34,6:39,5,0:17,C 7785,贵广客运专线300km/h
3,北滘,6:44,6:44,0,_,C 7785,广珠城际线A200km/h
4,顺德,6:46,6:46,0,_,C 7785,广珠城际线A200km/h
5,顺德学院,6:49,6:49,0,_,C 7785,广珠城际线A200km/h
6,容桂,6:52,6:52,0,_,C 7785,广珠城际线A200km/h
7,南头,6:54,6:54,0,_,C 7785,广珠城际线A200km/h
8,小榄,7:00,7:02,2,0:43,C 7785,广珠城际线A200km/h
9,中山北,7:09,7:09,0,_,C 7785,广珠城际线B200km/h
10,中山,7:11,7:11,0,_,C 7785,广珠城际线B200km/h
11,南朗,7:15,7:15,0,_,C 7785,广珠城际线B200km/h
12,珠海北,7:19,7:19,0,_,C 7785,广珠城际线B200km/h
13,唐家湾,7:21,7:22,1,1:04,C 7785,广珠城际线B200km/h
14,明珠,7:28,7:28,0,_,C 7785,广珠城际线B200km/h
15,珠海,7:40,-,5,1:23,C 7785,广珠城际线B200km/h
1,珠海,-,20:25,5,0:00,C 7786,
2,明珠,20:31,20:31,0,_,C 7786,广珠城际线B200km/h
3,唐家湾,20:40,20:42,2,0:15,C 7786,广珠城际线B200km/h
4,珠海北,20:45,20:45,0,_,C 7786,广珠城际线B200km/h
5,南朗,20:49,20:49,0,_,C 7786,广珠城际线B200km/h
6,中山,20:53,20:55,2,0:28,C 7786,广珠城际线B200km/h
7,中山北,20:58,20:58,0,_,C 7786,广珠城际线B200km/h
8,小榄,21:04,21:04,0,_,C 7786,广珠城际线B200km/h
9,南头,21:08,21:08,0,_,C 7786,广珠城际线A200km/h
10,容桂,21:10,21:10,0,_,C 7786,广珠城际线A200km/h
11,顺德学院,21:13,21:13,0,_,C 7786,广珠城际线A200km/h
12,顺德,21:16,21:16,0,_,C 7786,广珠城际线A200km/h
13,北滘,21:18,21:18,0,_,C 7786,广珠城际线A200km/h
14,广州南,21:25,21:29,4,1:00,C 7786,广珠城际线A200km/h
15,佛山西,21:48,-,5,1:23,C 7786,贵广客运专线300km/h
1,佛山西,-,10:14,5,0:00,C 7787,贵广客运专线300km/h
2,广州南,10:31,10:37,6,0:17,C 7787,贵广客运专线300km/h
3,北滘,10:42,10:42,0,_,C 7787,广珠城际线A200km/h
4,顺德,10:44,10:44,0,_,C 7787,广珠城际线A200km/h
5,顺德学院,10:47,10:47,0,_,C 7787,广珠城际线A200km/h
6,容桂,10:50,10:50,0,_,C 7787,广珠城际线A200km/h
7,南头,10:52,10:52,0,_,C 7787,广珠城际线A200km/h
8,小榄,10:58,11:00,2,0:44,C 7787,广珠城际线A200km/h
9,中山北,11:07,11:07,0,_,C 7787,广珠城际线B200km/h
10,中山,11:11,11:12,1,0:57,C 7787,广珠城际线B200km/h
11,南朗,11:17,11:17,0,_,C 7787,广珠城际线B200km/h
12,珠海北,11:21,11:21,0,_,C 7787,广珠城际线B200km/h
13,唐家湾,11:23,11:23,0,_,C 7787,广珠城际线B200km/h
14,明珠,11:28,11:28,0,_,C 7787,广珠城际线B200km/h
15,珠海,11:39,11:54,15,1:25,C 7787,广珠城际线B200km/h
16,湾仔北,12:00,12:01,1,1:46,C 7787,广珠城际线B200km/h
17,十字门,12:06,12:07,1,1:52,C 7787,广珠城际线B200km/h
18,横琴北,12:11,12:12,1,1:57,C 7787,广珠城际线B200km/h
19,横琴,12:16,12:17,1,2:02,C 7787,广珠城际线B200km/h
20,珠海长隆,12:24,-,5,2:10,C 7787,广珠城际线B200km/h
1,珠海长隆,-,12:40,5,0:00,C 7788,广珠城际线B200km/h
2,横琴,12:45,12:46,1,0:05,C 7788,广珠城际线B200km/h
3,横琴北,12:50,12:51,1,0:10,C 7788,广珠城际线B200km/h
4,十字门,12:55,12:56,1,0:15,C 7788,广珠城际线B200km/h
5,湾仔北,13:00,13:01,1,0:20,C 7788,广珠城际线B200km/h
6,珠海,13:08,-,5,0:28,C 7788,广珠城际线B200km/h
1,珠海,-,13:23,5,0:00,C 7789,广珠城际线B200km/h
2,湾仔北,13:29,13:30,1,0:06,C 7789,广珠城际线B200km/h
3,十字门,13:34,13:35,1,0:11,C 7789,广珠城际线B200km/h
4,横琴北,13:39,13:40,1,0:16,C 7789,广珠城际线B200km/h
5,横琴,13:45,13:46,1,0:22,C 7789,广珠城际线B200km/h
6,珠海长隆,13:52,-,5,0:29,C 7789,广珠城际线B200km/h
1,珠海长隆,-,14:07,5,0:00,C 7790,广珠城际线B200km/h
2,横琴,14:12,14:13,1,0:05,C 7790,广珠城际线B200km/h
3,横琴北,14:17,14:18,1,0:10,C 7790,广珠城际线B200km/h
4,十字门,14:22,14:23,1,0:15,C 7790,广珠城际线B200km/h
5,湾仔北,14:27,14:28,1,0:20,C 7790,广珠城际线B200km/h
6,珠海,14:35,-,5,0:28,C 7790,广珠城际线B200km/h
1,珠海,-,14:50,5,0:00,C 7791,广珠城际线B200km/h
2,湾仔北,14:56,14:57,1,0:06,C 7791,广珠城际线B200km/h
3,十字门,15:01,15:02,1,0:11,C 7791,广珠城际线B200km/h
4,横琴北,15:06,15:07,1,0:16,C 7791,广珠城际线B200km/h
5,横琴,15:12,15:13,1,0:22,C 7791,广珠城际线B200km/h
6,珠海长隆,15:19,-,5,0:29,C 7791,广珠城际线B200km/h
1,珠海长隆,-,15:35,5,0:00,C 7792,广珠城际线B200km/h
2,横琴,15:40,15:41,1,0:05,C 7792,广珠城际线B200km/h
3,横琴北,15:45,15:46,1,0:10,C 7792,广珠城际线B200km/h
4,十字门,15:50,15:51,1,0:15,C 7792,广珠城际线B200km/h
5,湾仔北,15:55,15:56,1,0:20,C 7792,广珠城际线B200km/h
6,珠海,16:03,-,5,0:28,C 7792,广珠城际线B200km/h
1,珠海,-,16:18,5,0:00,C 7793,广珠城际线B200km/h
2,湾仔北,16:24,16:25,1,0:06,C 7793,广珠城际线B200km/h
3,十字门,16:29,16:30,1,0:11,C 7793,广珠城际线B200km/h
4,横琴北,16:34,16:35,1,0:16,C 7793,广珠城际线B200km/h
5,横琴,16:40,16:41,1,0:22,C 7793,广珠城际线B200km/h
6,珠海长隆,16:47,-,5,0:29,C 7793,广珠城际线B200km/h
1,珠海长隆,-,17:02,5,0:00,C 7794,广珠城际线B200km/h
2,横琴,17:07,17:08,1,0:05,C 7794,广珠城际线B200km/h
3,横琴北,17:12,17:13,1,0:10,C 7794,广珠城际线B200km/h
4,十字门,17:17,17:18,1,0:15,C 7794,广珠城际线B200km/h
5,湾仔北,17:22,17:23,1,0:20,C 7794,广珠城际线B200km/h
6,珠海,17:30,-,5,0:28,C 7794,广珠城际线B200km/h
1,珠海,-,17:45,5,0:00,C 7795,广珠城际线B200km/h
2,湾仔北,17:51,17:52,1,0:06,C 7795,广珠城际线B200km/h
3,十字门,17:56,17:57,1,0:11,C 7795,广珠城际线B200km/h
4,横琴北,18:01,18:02,1,0:16,C 7795,广珠城际线B200km/h
5,横琴,18:07,18:08,1,0:22,C 7795,广珠城际线B200km/h
6,珠海长隆,18:14,-,5,0:29,C 7795,广珠城际线B200km/h
1,珠海长隆,-,18:29,5,0:00,C 7796,广珠城际线B200km/h
2,横琴,18:34,18:35,1,0:05,C 7796,广珠城际线B200km/h
3,横琴北,18:39,18:40,1,0:10,C 7796,广珠城际线B200km/h
4,十字门,18:44,18:45,1,0:15,C 7796,广珠城际线B200km/h
5,湾仔北,18:49,18:50,1,0:20,C 7796,广珠城际线B200km/h
6,珠海,18:57,-,5,0:28,C 7796,广珠城际线B200km/h
1,珠海,-,19:12,5,0:00,C 7797,广珠城际线B200km/h
2,湾仔北,19:18,19:19,1,0:06,C 7797,广珠城际线B200km/h
3,十字门,19:23,19:24,1,0:11,C 7797,广珠城际线B200km/h
4,横琴北,19:28,19:29,1,0:16,C 7797,广珠城际线B200km/h
5,横琴,19:34,19:35,1,0:22,C 7797,广珠城际线B200km/h
6,珠海长隆,19:41,-,5,0:29,C 7797,广珠城际线B200km/h
1,珠海长隆,-,20:03,5,0:00,C 7798,
2,横琴,20:07,20:08,1,0:04,C 7798,广珠城际线B200km/h
3,横琴北,20:12,20:13,1,0:09,C 7798,广珠城际线B200km/h
4,十字门,20:17,20:18,1,0:14,C 7798,广珠城际线B200km/h
5,湾仔北,20:22,20:23,1,0:19,C 7798,广珠城际线B200km/h
6,珠海,20:31,20:46,15,0:28,C 7798,广珠城际线B200km/h
7,明珠,20:52,20:52,0,_,C 7798,广珠城际线B200km/h
8,唐家湾,21:01,21:03,2,0:58,C 7798,广珠城际线B200km/h
9,珠海北,21:06,21:06,0,_,C 7798,广珠城际线B200km/h
10,南朗,21:10,21:10,0,_,C 7798,广珠城际线B200km/h
11,中山,21:14,21:16,2,1:11,C 7798,广珠城际线B200km/h
12,中山北,21:19,21:19,0,_,C 7798,广珠城际线B200km/h
13,小榄,21:25,21:25,0,_,C 7798,广珠城际线B200km/h
14,南头,21:29,21:29,0,_,C 7798,广珠城际线A200km/h
15,容桂,21:31,21:31,0,_,C 7798,广珠城际线A200km/h
16,顺德学院,21:34,21:34,0,_,C 7798,广珠城际线A200km/h
17,顺德,21:37,21:37,0,_,C 7798,广珠城际线A200km/h
18,北滘,21:39,21:39,0,_,C 7798,广珠城际线A200km/h
19,广州南,21:45,21:49,4,1:42,C 7798,广珠城际线A200km/h
